CODIGO_SCIAN,ANIO,H010B,H010C,I100B,I100C,H010D,I100D,J000A,O110A,M710B,M710C,M999A,M310B,M310C,K316B,K316C,K910A,K411A,K951A,K412A,K961A,K610A,K810A,K710A,K500A,K931A,K999A,Q100A,Q200A,Q300A,Q400A,Q900A,Q000B,Q000C,Q000D,ESTATUS
311423,2015,1990,1252,784,404,7776,3119,682210,18488062,0,0,14971,17241662,1219007,6911230,475688,1957426,53429,203240,83274,114054,205259,36782,23409,89011,71324,272788,2672882,452918,179191,34024,109331,251852,456696,6531,Cifras definitivas
3115,2015,21691,5264,10220,3038,69912,33861,5141009,123213032,964698,0,1233671,118643333,4004367,57717831,6316374,9941347,1581424,1583006,1054256,1575745,2592701,1671414,582117,518555,35060,2185681,21660551,7066362,4156625,667309,1565333,2454707,4689136,483141,Cifras definitivas
311511,2015,13169,2315,5467,927,41022,16738,3167804,48940204,326634,0,716795,48578099,0,28120444,1134098,4714452,688111,992182,431285,964343,1185895,675033,463820,280235,2096,1316357,6597230,2815644,3392893,278715,468452,1024331,1192413,338145,Cifras definitivas
311512,2015,2384,506,703,240,7595,2499,732255,29496477,556815,0,37886,25488091,3829674,9961060,4201248,2504376,527749,216842,222315,98638,256916,15649,88475,94476,0,269250,7287601,2188133,109273,172801,661382,553435,2191024,58969,Cifras definitivas
311513,2015,6138,2443,4050,1871,21295,14624,1240950,44776351,81249,0,478990,44577143,174693,19636327,981028,2722519,365564,373982,400656,512764,1149890,980732,29822,143844,32964,600074,7775720,2062585,654459,215793,435499,876941,1305699,86027,Cifras definitivas
3116,2015,24569,15131,14947,7818,96887,55254,6650830,105028206,1218196,10140,7375492,96018103,8937356,61315602,6043582,1853894,1193252,995386,1177785,1363558,3087889,247865,108757,569353,110316,1985110,12157538,9330966,3098094,705682,1016443,2119725,2903270,135007,Cifras definitivas
311611,2015,3246,877,9463,4149,10309,33279,521570,42906579,1018186,0,165510,41087995,1802894,30246482,186536,575753,359321,567796,542074,216911,1761259,12942,90768,177765,868,604379,5063932,4101496,351099,154232,113189,691292,1112340,64958,Cifras definitivas
311612,2015,3825,1362,4124,1977,13030,14619,598898,27773501,195177,10140,565049,20865401,6866900,12645826,3484512,393189,117872,147395,254329,292751,932720,18995,16793,71204,4699,512547,2002818,2170748,251322,143610,82128,385779,410669,25307,Cifras definitivas
311613,2015,17498,12892,1360,1692,73548,7356,5530362,34348126,4833,0,6644933,34064707,267562,18423294,2372534,884952,716059,280195,381382,853896,393910,215928,1196,320384,104749,868184,5090788,3058722,2495673,407840,821126,1042654,1380261,44742,Cifras definitivas
3117,2015,1532,784,3257,2658,5637,13265,281559,11031443,60092,4000,98091,9780249,1153506,4782515,423017,2015957,179292,184180,127259,126612,766754,8447,14843,47115,5161,239233,2020351,717139,136500,26240,87340,262408,257000,10812,Cifras definitivas
311710,2015,1532,784,3257,2658,5637,13265,281559,11031443,60092,4000,98091,9780249,1153506,4782515,423017,2015957,179292,184180,127259,126612,766754,8447,14843,47115,5161,239233,2020351,717139,136500,26240,87340,262408,257000,10812,Cifras definitivas
3118,2015,186964,117100,7805,5156,844458,33826,19004562,159456999,0,0,1757374,153030622,6240978,59869530,882860,7441368,4916905,2695393,2288912,917417,2620435,417026,9066,2597423,58072,4235932,27650672,25135509,4927953,479609,1590756,4881327,2280463,70513,Cifras definitivas
311811,2015,14166,2165,32,69,41804,243,4116392,61465397,0,0,301405,58690057,2758546,14160607,234991,2309901,606505,1023437,296383,190262,10862,5936,0,547918,732,1899186,6123704,278921,1207251,101740,534185,1063681,469795,32099,Cifras definitivas
311812,2015,90272,35466,0,0,326198,0,6383208,28911933,0,0,274926,28812771,0,13673605,76885,750105,931124,262805,474178,49618,0,38335,0,736022,0,909011,4090389,5422609,1569500,109224,502442,760781,138758,1539,Cifras definitivas
311820,2015,4198,3126,7773,5087,18084,33583,1127950,29447345,0,0,879161,25895470,3482432,13312889,570984,3734130,420288,551956,295999,674850,2609573,344877,9066,189542,57340,873681,8282263,2809994,527395,263904,204309,1042383,1608920,36815,Cifras definitivas
311830,2015,78328,76343,0,0,458372,0,7377012,39632324,0,0,301882,39632324,0,18722429,0,647232,2958988,857195,1222352,2687,0,27878,0,1123941,0,554054,9154316,16623985,1623807,4741,349820,2014482,62990,60,Cifras definitivas
3119,2015,10461,5341,13043,6282,38687,50330,3387605,143920680,223207,382078,972359,124555887,19424821,38298512,4444417,7998189,1431892,1521585,937335,2026685,5418479,904174,579577,832169,508162,3984964,20605325,7313468,1831298,752835,706943,1994130,3595251,152896,Cifras definitivas
311910,2015,2837,2148,4961,2224,11997,19791,1064914,69765218,35061,290162,37573,67756194,2129394,11920879,586636,3772657,728672,625248,267646,262315,1521894,23535,39375,324629,14988,1504734,6209775,2061829,926376,107955,107364,602343,839794,52143,Cifras definitivas
311921,2015,281,67,379,103,851,1211,31170,4476423,14309,59213,28032,3164738,1355006,3260682,0,20205,36976,31882,16704,48037,73249,2063,3967,13720,0,110346,440347,273284,126595,29862,23550,79606,15293,6527,Cifras definitivas
311922,2015,318,176,392,176,1180,1377,71266,4570352,17410,0,307076,4030056,502623,1756039,508747,182348,43442,41455,20496,73905,131205,14763,0,36877,0,67717,922123,90101,76253,32334,32626,75254,58292,5362,Cifras definitivas
311923,2015,1533,460,216,100,5289,779,423459,8251386,0,0,23225,6675009,1569115,2254178,1008257,1122315,113667,79709,57865,50184,44159,22267,14877,39764,1939,283276,2700880,602116,111131,49621,149807,180851,677639,49686,Cifras definitivas
311930,2015,1357,472,3621,2093,4141,14464,494258,24894663,10720,0,176749,16746600,8185717,6193512,740730,577550,244244,324690,198535,561730,1864321,168289,6650,182952,48354,402956,4756167,1715305,135175,270467,135481,394121,1132298,8943,Cifras definitivas
311940,2015,1889,966,2084,722,6915,7160,586642,18321075,113131,32703,167053,16778823,1452239,6148074,1231002,1860983,138633,251397,188759,704093,1191420,535705,477577,105313,363040,1214957,2839129,1635753,292043,179100,154163,377608,435388,5944,Cifras definitivas
311991,2015,338,118,338,246,1173,1326,167757,3815712,0,0,20604,3583603,229984,1656545,173768,138410,43658,31761,46343,184616,262940,116468,18001,24133,0,88339,592916,104374,24676,40879,25502,68517,148757,2446,Cifras definitivas
311992,2015,701,282,144,13,2494,432,290733,3115898,1704,0,60395,1563414,1556286,974916,88633,139013,35299,77692,94225,45232,29312,8921,17457,6879,79137,110383,1259937,524958,16075,10365,15379,109478,142400,9559,Cifras definitivas
311999,2015,1207,652,908,605,4647,3790,257406,6709953,30872,0,151652,4257450,2444457,4133687,106644,184708,47301,57751,46762,96573,299979,12163,1673,97902,704,202256,884051,305748,122974,32252,63071,106352,145390,12286,Cifras definitivas
312,2015,73314,10178,25420,3390,214692,70768,12397098,343420048,1001423,416762,9361167,286960568,56429580,69464285,6331895,56932943,4085418,5150188,2520811,3182149,8717810,8563272,882014,2156408,859570,9358500,91587772,35931560,10544635,2116284,17730303,9088009,9467070,625476,Cifras definitivas
3121,2015,72296,9939,24691,3191,211885,68608,12032623,304981858,933243,0,8909759,249761933,55147609,67529013,4272324,56880414,4040550,4984112,2437811,3084010,7583149,8167230,815440,2118505,547095,8896474,87296354,34481751,10394797,1757309,17563487,8657036,8667356,509953,Cifras definitivas
312111,2015,30456,3120,10225,862,85155,27707,7026106,160627976,705985,0,4694421,157241629,3311868,51428981,73110,21536824,1534421,3040092,1431918,1472915,2612963,2885611,161036,1040336,302491,3711859,28413755,12626436,7816719,1154407,15528571,4544988,2259386,27573,Cifras definitivas
312112,2015,34947,5839,4860,857,107701,14331,2427638,10399418,0,0,435411,10408344,0,826823,0,499317,707136,320580,280070,105893,806790,68125,0,555056,103411,505656,3341355,1943783,1632336,69143,328232,599220,107200,11183,Cifras definitivas
312120,2015,4840,68,6133,248,11924,15920,2029298,99791020,0,0,2154026,65002125,34841292,9221164,3765428,31478524,1414724,1370923,567529,1029999,2313376,3070204,0,286349,44947,3962520,50546750,16798657,408825,242694,1423140,2959789,5873809,435189,Cifras definitivas
312131,2015,255,68,1113,474,759,3355,42600,3670309,0,0,466958,3599648,71216,688882,161346,696264,18375,40569,26621,93722,467232,328136,1210,26710,662,107367,595505,353348,9569,9626,33296,61921,23115,3822,Cifras definitivas
312141,2015,101,49,319,90,365,827,12942,1686743,0,0,635250,1275243,408316,516352,0,335515,142606,3332,14528,30620,216530,612944,0,4409,45698,15838,240066,704837,281779,83242,2902,65830,54210,4407,Cifras definitivas
312142,2015,1576,735,2040,659,5568,6464,455955,28418993,227258,0,489838,12077805,16277752,4744186,223705,2241241,216830,201416,114746,338435,1165907,1199284,653194,202949,44286,580365,4092661,1950593,221889,194900,237320,411521,342166,26225,Cifras definitivas
312149,2015,121,60,1,1,413,4,38084,387399,0,0,33855,157139,237165,102625,48735,92729,6458,7200,2399,12426,351,2926,0,2696,5600,12869,66262,104097,23680,3297,10026,13767,7470,1554,Cifras definitivas
3122,2015,1018,239,729,199,2807,2160,364475,38438190,68180,416762,451408,37198635,1281971,1935272,2059571,52529,44868,166076,83000,98139,1134661,396042,66574,37903,312475,462026,4291418,1449809,149838,358975,166816,430973,799714,115523,Cifras definitivas
312210,2015,299,146,0,0,1097,0,74592,754872,68180,0,9123,602027,152845,518891,0,10988,10494,21892,7975,4095,0,1035,36721,10898,0,24017,151028,119854,13487,10902,14133,18963,2332,295,Cifras definitivas
312221,2015,719,93,729,199,1710,2160,289883,37683318,0,416762,442285,36596608,1129126,1416381,2059571,41541,34374,144184,75025,94044,1134661,395007,29853,27005,312475,438009,4140390,1329955,136351,348073,152683,412010,797382,115228,Cifras definitivas
313,2015,33685,12290,8573,3392,111575,29979,5837616,53998390,2301317,1980536,620508,36830910,16706721,14270364,12970745,453352,971352,1155900,2615201,588385,1912799,51268,1278380,823295,247879,1476233,26324654,5777661,578037,413065,537703,1624475,1551373,124812,Cifras definitivas
3131,2015,4009,2024,2524,892,14506,8614,794489,7834736,293962,211265,153200,5714723,2148731,1851445,1804128,114361,68007,201520,651419,71805,439448,11118,34255,209001,32750,230164,6017113,1122451,107594,37826,85137,329124,278860,23561,Cifras definitivas
313112,2015,2133,1053,2368,866,7621,8144,382059,4996258,162884,211265,111269,3675440,1322455,1343201,1243494,89344,32390,106966,502908,41654,421489,3638,26106,62446,18,140816,4749718,784717,74898,21087,40367,251028,175388,23456,Cifras definitivas
313113,2015,1876,971,156,26,6885,470,412430,2838478,131078,0,41931,2039283,826276,508244,560634,25017,35617,94554,148511,30151,17959,7480,8149,146555,32732,89348,1267395,337734,32696,16739,44770,78096,103472,105,Cifras definitivas
3132,2015,24355,7727,4730,1903,80302,17037,4245914,38086419,945604,1184950,433211,27867102,9768500,10458466,8462680,300121,775049,827083,1813301,472068,1038400,33648,929274,483171,208604,1020787,18779358,4523756,396770,312147,393654,1169379,1170417,99617,Cifras definitivas
313210,2015,18318,5705,2150,360,60770,6794,3116379,24617174,484529,1184674,314768,16441227,7773503,5273695,6786256,197041,607848,549170,1421597,293728,380725,27845,228426,298588,48459,644117,12394339,3399376,242026,144357,281825,831676,826887,69721,Cifras definitivas
313220,2015,1180,1034,728,526,5023,2911,260369,2022504,15147,0,25246,1571283,435221,582433,131952,21865,33948,39804,40029,25611,158759,2982,175122,58390,10392,124773,896381,123171,34943,38144,23503,57396,83776,4494,Cifras definitivas
313230,2015,1633,244,230,127,4620,793,392922,5575349,0,0,12720,4592864,984682,2194236,905926,56566,71589,139085,184443,117795,132368,2245,23301,41099,149753,92848,2567027,559485,46091,46723,46756,141330,127148,10065,Cifras definitivas
313240,2015,3224,744,1622,890,9889,6539,476244,5871392,445928,276,80477,5261728,575094,2408102,638546,24649,61664,99024,167232,34934,366548,576,502425,85094,0,159049,2921611,441724,73710,82923,41570,138977,132606,15337,Cifras definitivas
3133,2015,5321,2539,1319,597,16767,4328,797213,8077235,1061751,584321,34097,3249085,4789490,1960453,2703937,38870,128296,127297,150481,44512,434951,6502,314851,131123,6525,225282,1528183,131454,73673,63092,58912,125972,102096,1634,Cifras definitivas
313310,2015,3464,2087,639,335,11902,2218,438294,3554161,927344,584321,7693,579408,2974949,169476,1702349,32076,89873,53163,76341,10620,237284,222,74824,42409,0,103898,812812,62512,28791,28957,33596,59247,73822,1081,Cifras definitivas
313320,2015,1857,452,680,262,4865,2110,358919,4523074,134407,0,26404,2669677,1814541,1790977,1001588,6794,38423,74134,74140,33892,197667,6280,240027,88714,6525,121384,715371,68942,44882,34135,25316,66725,28274,553,Cifras definitivas
314,2015,8607,6341,3805,1122,35446,10746,1819858,11328977,196226,1156103,220241,9495302,1868545,4403833,1189763,117070,85276,180323,327416,128502,760244,65550,322474,230764,37537,485825,4588191,984855,225852,166517,135474,286862,134010,34975,Cifras definitivas
3141,2015,3880,3750,1338,494,17551,3862,1003400,5999105,97927,520388,127760,5440205,577865,2395675,495182,49220,49848,74416,72065,51072,286373,63850,234900,121881,37537,215346,2348947,669366,100848,106065,93823,142952,78432,29392,Cifras definitivas
314110,2015,119,52,298,128,335,897,18189,869647,0,0,70565,622333,246429,377811,32127,5301,7282,926,4895,151,121780,15456,0,835,0,21832,745739,337290,13062,30721,50182,37995,9209,7532,Cifras definitivas
314120,2015,3761,3698,1040,366,17216,2965,985211,5129458,97927,520388,57195,4817872,331436,2017864,463055,43919,42566,73490,67170,50921,164593,48394,234900,121046,37537,193514,1603208,332076,87786,75344,43641,104957,69223,21860,Cifras definitivas
3149,2015,4727,2591,2467,628,17895,6884,816458,5329872,98299,635715,92481,4055097,1290680,2008158,694581,67850,35428,105907,255351,77430,473871,1700,87574,108883,0,270479,2239244,315489,125004,60452,41651,143910,55578,5583,Cifras definitivas
314911,2015,2111,1408,557,430,8771,2469,415625,2900587,54081,41028,80850,2055437,850768,1035102,501516,9137,13008,51500,130221,53412,156419,200,78015,20204,0,145643,1165165,172145,35934,35679,20294,78895,22066,2057,Cifras definitivas
314912,2015,455,303,1601,58,1839,3259,77345,484558,0,511338,4851,464481,20107,272906,19613,3376,7566,9638,16831,3690,261947,976,2795,36280,0,53625,109508,13596,33379,10706,7418,13129,9754,388,Cifras definitivas
314992,2015,771,557,15,40,3237,127,134076,782690,855,36166,1494,571383,217234,383328,52277,27243,4234,15885,34842,8882,6024,363,24,8355,0,30174,401033,30998,22836,6260,5520,19473,3508,1207,Cifras definitivas
314993,2015,1311,158,294,100,3497,1029,165753,1149647,43363,0,5286,951406,202571,309881,121175,27812,10484,27833,72321,11429,49481,161,6684,42404,0,36036,561975,91400,31206,6838,7903,31412,19444,1931,Cifras definitivas
314999,2015,79,165,0,0,551,0,23659,12390,0,47183,0,12390,0,6941,0,282,136,1051,1136,17,0,0,56,1640,0,5001,1563,7350,1649,969,516,1001,806,0,Cifras definitivas
315,2015,55471,71955,8435,10557,287136,43962,11144314,41668433,4068103,15576981,1283158,31534219,10027154,13584478,4511315,597479,480494,749947,790963,390843,1988467,408162,8384404,1004715,266800,3423351,8459193,3731740,848316,636357,634910,1112267,907863,177025,Cifras definitivas
3151,2015,4311,6437,753,1450,23719,5009,1029414,7366740,746379,410414,168780,5573623,1869557,2203121,696035,118738,102329,177812,234149,103283,249986,82940,1565821,184393,32887,326619,3518539,412631,131352,143061,86131,396888,442085,130862,Cifras definitivas
315110,2015,1730,2318,516,965,9252,3538,368930,2285380,167817,139957,45507,2021320,292308,928970,117479,47599,51375,46606,99080,35303,181823,68944,193261,104884,3878,175410,824254,163996,49230,18215,15759,92389,160757,91560,Cifras definitivas
315191,2015,132,240,34,69,819,200,32452,230848,7618,14561,366,227950,0,62519,0,8954,1484,1782,943,1794,5797,4099,45044,2589,651,16563,26907,1627,4996,5282,4772,5491,666,825,Cifras definitivas
315192,2015,2449,3879,203,416,13648,1271,628032,4850512,570944,255896,122907,3324353,1577249,1211632,578556,62185,49470,129424,134126,66186,62366,9897,1327516,76920,28358,134646,2667378,247008,77126,119564,65600,299008,280662,38477,Cifras definitivas
3152,2015,50443,64728,7682,9107,260166,38953,9922482,34064174,3312808,14920389,1108714,25900640,7980023,11339074,3738428,476247,374971,554771,550351,285148,1738481,324553,6818494,806259,233913,3055081,4923916,3288691,710598,490158,546614,710656,463399,46163,Cifras definitivas
315221,2015,1920,5398,1112,2250,15488,6977,672709,4726389,513654,137499,421046,3473440,1205799,1871478,279760,72695,15665,28070,23884,61343,340413,147461,970431,87451,12403,499692,487762,112729,72506,56368,65383,53382,30928,6550,Cifras definitivas
