CODIGO_SCIAN,ANIO,H010B,H010C,I100B,I100C,H010D,I100D,J000A,O110A,M710B,M710C,M999A,M310B,M310C,K316B,K316C,K910A,K411A,K951A,K412A,K961A,K610A,K810A,K710A,K500A,K931A,K999A,Q100A,Q200A,Q300A,Q400A,Q900A,Q000B,Q000C,Q000D,ESTATUS
333319,2014,2126,344,547,157,5620,1637,483274,2078223,15513,526823,69487,1517843,558196,498131,548824,5294,12589,18120,28005,28896,136806,3732,10192,48568,23535,192099,168493,154665,28770,38513,16203,38311,27303,1548,Cifras definitivas
3334,2014,12245,4448,7288,2071,37927,20154,3051495,28638087,175639,4624571,742844,9922387,18738323,8327340,6978368,54694,103643,424116,413907,446977,2031244,25865,291782,494852,12855,1337369,4121853,2785893,157412,264045,234419,544832,686199,17253,Cifras definitivas
333411,2014,8181,2508,4492,1571,23978,12804,1756331,20193284,26063,2539005,248270,5873419,14335070,4156764,6071021,40200,46473,254716,295964,210802,1250808,16992,32913,342469,10972,896426,2216056,2165118,81011,164369,109852,328312,596097,14742,Cifras definitivas
333412,2014,4064,1940,2796,500,13949,7350,1295164,8444803,149576,2085566,494574,4048968,4403253,4170576,907347,14494,57170,169400,117943,236175,780436,8873,258869,152383,1883,440943,1905797,620775,76401,99676,124567,216520,90102,2511,Cifras definitivas
3335,2014,1945,640,468,71,6049,1317,559803,1934537,82723,354156,356768,1106098,828416,409064,431426,17324,20600,100761,57545,24065,197954,5562,24779,52839,3457,194430,797021,149683,51788,50612,51541,96930,71596,2807,Cifras definitivas
333510,2014,1945,640,468,71,6049,1317,559803,1934537,82723,354156,356768,1106098,828416,409064,431426,17324,20600,100761,57545,24065,197954,5562,24779,52839,3457,194430,797021,149683,51788,50612,51541,96930,71596,2807,Cifras definitivas
3336,2014,8316,2433,416,32,24092,1168,2521483,29616049,33375,5268155,185151,1852043,27786460,4647762,11337367,79706,102155,344889,383727,486842,69736,1101,52712,161924,671716,1396309,6818146,1394070,117524,243340,212183,565667,524704,15035,Cifras definitivas
333610,2014,8316,2433,416,32,24092,1168,2521483,29616049,33375,5268155,185151,1852043,27786460,4647762,11337367,79706,102155,344889,383727,486842,69736,1101,52712,161924,671716,1396309,6818146,1394070,117524,243340,212183,565667,524704,15035,Cifras definitivas
3339,2014,19343,8422,3563,1150,67201,10959,5507209,22287662,164661,5916210,1571179,12393580,9880089,7812900,3776901,318488,190555,475791,479006,381702,1017816,48073,129694,479215,409052,1803661,4066608,2789452,381879,308548,382764,581733,1280475,37356,Cifras definitivas
333910,2014,5341,3339,1791,845,20188,5971,1620610,9322435,44094,1250051,580946,4654777,4644566,3564241,930398,109572,42323,159566,124713,133196,537604,11093,19329,173862,150953,606817,1500171,794448,165742,115234,134921,223961,270468,7386,Cifras definitivas
333920,2014,7536,1068,760,90,21341,2056,1967459,4126406,93023,2667000,595503,2135395,2012765,1135352,1339367,77285,62063,137170,183392,112212,203081,9589,44151,144149,59655,406491,851012,1172191,95040,88801,65615,142974,809528,7676,Cifras definitivas
333991,2014,1837,960,349,116,6017,1074,703909,4147704,32,451316,156473,3418975,738943,2001069,243119,93544,23289,89934,93396,79098,128919,15292,11296,62347,48040,208298,1008325,446378,44252,71009,69708,102890,114325,21052,Cifras definitivas
333992,2014,755,112,1,0,1992,2,108981,404587,6236,0,8795,400216,5719,207156,3069,738,4496,5045,3465,4147,76,1149,2489,4117,0,22486,70456,12159,28096,6483,4205,10383,7155,308,Cifras definitivas
333999,2014,3874,2943,662,99,17663,1856,1106250,4286530,21276,1547843,229462,1784217,2478096,905082,1260948,37349,58384,84076,74040,53049,148136,10950,52429,94740,150404,559569,636644,364276,48749,27021,108315,101525,78999,934,Cifras definitivas
334,2014,103257,114418,16571,14807,525460,72769,34556410,52722914,89359,64486872,929695,10856958,41767173,8068794,23201970,1114298,245473,2024532,3267313,1042486,4721170,47843,1461838,2069183,1177137,9451601,14846686,19899534,289105,1526769,1610142,2472784,1532791,183928,Cifras definitivas
3341,2014,12816,11230,9038,6121,59847,36940,4107217,21962672,0,6747550,78807,346188,21570464,3927882,7926105,147961,47288,269756,432122,556280,2785414,1228,1377444,379459,1080815,1206529,2012730,3874043,20726,390157,324588,455152,441906,17947,Cifras definitivas
334110,2014,12816,11230,9038,6121,59847,36940,4107217,21962672,0,6747550,78807,346188,21570464,3927882,7926105,147961,47288,269756,432122,556280,2785414,1228,1377444,379459,1080815,1206529,2012730,3874043,20726,390157,324588,455152,441906,17947,Cifras definitivas
3342,2014,15070,19577,2166,2015,81132,9402,5355372,4281370,29544,11528743,141515,2451767,1821833,1180736,1300079,102210,58712,219144,421517,54858,438802,2255,9358,253967,19705,1591114,2035699,2903475,94097,287547,446632,438649,172637,25759,Cifras definitivas
334210,2014,2286,3597,401,497,12147,2078,915727,2786622,29544,2783976,16430,1630153,1154770,717999,906536,61088,4266,30300,71806,38201,86076,2031,4023,44559,0,359102,563977,481829,18280,71776,35677,80261,38081,8722,Cifras definitivas
334220,2014,7371,8765,1468,1235,36671,6038,2759041,773679,0,5554925,28805,204260,563345,109691,384639,33595,23265,96125,219968,8527,292761,210,5288,91874,19705,914953,1177492,2085791,22197,189057,344617,279038,107892,15516,Cifras definitivas
334290,2014,5413,7215,297,283,32314,1286,1680604,721069,0,3189842,96280,617354,103718,353046,8904,7527,31181,92719,129743,8130,59965,14,47,117534,0,317059,294230,335855,53620,26714,66338,79350,26664,1521,Cifras definitivas
3343,2014,21235,19395,1650,1657,96395,6669,6244667,6268105,5083,11476235,135621,3532896,2741964,472004,4201593,412473,15259,398299,588622,41209,415235,2688,1604,265183,68242,1558427,1186247,5358817,49903,263915,268176,437010,263004,6022,Cifras definitivas
334310,2014,21235,19395,1650,1657,96395,6669,6244667,6268105,5083,11476235,135621,3532896,2741964,472004,4201593,412473,15259,398299,588622,41209,415235,2688,1604,265183,68242,1558427,1186247,5358817,49903,263915,268176,437010,263004,6022,Cifras definitivas
3344,2014,46536,56348,2685,3064,252029,13337,15806664,8127190,5766,30971151,296954,1422315,6667376,1258852,3688964,387207,67823,827305,1449286,182463,619952,5819,45570,882765,875,3975059,5068119,5949516,89147,379473,410471,781968,560371,123085,Cifras definitivas
334410,2014,46536,56348,2685,3064,252029,13337,15806664,8127190,5766,30971151,296954,1422315,6667376,1258852,3688964,387207,67823,827305,1449286,182463,619952,5819,45570,882765,875,3975059,5068119,5949516,89147,379473,410471,781968,560371,123085,Cifras definitivas
3345,2014,5233,5978,669,1577,25646,4538,2040724,8091142,48966,2871823,99957,1753186,6322170,362473,5127628,33680,55587,120890,175757,188591,370297,837,1596,235868,6428,866322,1042244,907405,26338,69665,80286,151728,35256,400,Cifras definitivas
334519,2014,5233,5978,669,1577,25646,4538,2040724,8091142,48966,2871823,99957,1753186,6322170,362473,5127628,33680,55587,120890,175757,188591,370297,837,1596,235868,6428,866322,1042244,907405,26338,69665,80286,151728,35256,400,Cifras definitivas
3346,2014,2367,1890,363,373,10411,1883,1001766,3992435,0,891370,176841,1350606,2643366,866847,957601,30767,804,189138,200009,19085,91470,35016,26266,51941,1072,254150,3501647,906278,8894,136012,79989,208277,59617,10715,Cifras definitivas
334610,2014,2367,1890,363,373,10411,1883,1001766,3992435,0,891370,176841,1350606,2643366,866847,957601,30767,804,189138,200009,19085,91470,35016,26266,51941,1072,254150,3501647,906278,8894,136012,79989,208277,59617,10715,Cifras definitivas
335,2014,76770,49873,26801,11020,289362,86151,20666439,138243106,216558,32903154,3658365,80550711,57802298,61594797,23831663,2115997,661398,2297376,3290377,2056030,7406818,142883,378015,1889172,554062,7486842,34254550,14460903,628998,1017345,1577751,3682425,2416951,433835,Cifras definitivas
3351,2014,7387,4098,551,421,26761,2244,1899769,1926347,9000,3688612,88258,1202145,720825,409897,558313,207132,41524,182382,146475,14667,206429,6780,11798,119344,0,677748,465190,763214,67862,32567,98461,90256,145165,11577,Cifras definitivas
335110,2014,2323,1830,438,361,9019,1870,744833,796523,0,1414513,1319,82915,712248,7913,438707,83905,11977,68912,64037,2659,190227,387,0,37423,0,208567,205129,258415,9583,4724,14801,27585,43937,637,Cifras definitivas
335120,2014,5064,2268,113,60,17742,374,1154936,1129824,9000,2274099,86939,1119230,8577,401984,119606,123227,29547,113470,82438,12008,16202,6393,11798,81921,0,469181,260061,504799,58279,27843,83660,62671,101228,10940,Cifras definitivas
3352,2014,21517,14935,11065,6123,81393,36965,5207533,48474820,38318,7572269,578675,29507208,19027153,22149028,9238019,787755,183160,636993,978121,796528,2744929,8791,90551,630488,64450,2079692,16757180,6173494,161435,279848,314198,1750664,945701,194363,Cifras definitivas
335210,2014,3905,3240,584,350,15771,2141,970594,2250732,31880,1693131,63476,1672928,569940,429337,553954,39693,14474,64421,146811,32478,210778,5652,17734,109285,12639,336602,1064320,743969,33717,51044,66299,128141,152100,59077,Cifras definitivas
335220,2014,17612,11695,10481,5773,65622,34824,4236939,46224088,6438,5879138,515199,27834280,18457213,21719691,8684065,748062,168686,572572,831310,764050,2534151,3139,72817,521203,51811,1743090,15692860,5429525,127718,228804,247899,1622523,793601,135286,Cifras definitivas
3353,2014,24628,12756,9094,2361,86549,26687,7018036,35805435,85980,10889918,1004038,18630928,17109985,11484834,8662751,468194,221784,560399,723843,691287,2514899,50973,80273,604246,368732,2112249,6136958,3768528,193120,388677,796903,795749,615790,132406,Cifras definitivas
335311,2014,13772,7359,2316,806,49097,6815,3950521,14060271,0,6142853,165676,8284925,5790545,3758050,4201491,202476,131896,319676,422815,205318,590153,31360,7946,231425,41162,1097731,2847000,1606992,62361,93981,529875,377521,295157,28651,Cifras definitivas
335312,2014,10856,5397,6778,1555,37452,19872,3067515,21745164,85980,4747065,838362,10346003,11319440,7726784,4461260,265718,89888,240723,301028,485969,1924746,19613,72327,372821,327570,1014518,3289958,2161536,130759,294696,267028,418228,320633,103755,Cifras definitivas
3359,2014,23238,18084,6091,2115,94659,20255,6541101,52036504,83260,10752355,1987394,31210430,20944335,27551038,5372580,652916,214930,917602,1441938,553548,1940561,76339,195393,535094,120880,2617153,10895222,3755667,206581,316253,368189,1045756,710295,95489,Cifras definitivas
335910,2014,3453,1014,340,27,10186,730,888952,9613636,0,965706,190093,4713688,4889427,4856592,652264,62933,34901,204882,295117,69088,73565,6760,0,80095,0,234498,1965320,489575,32664,30786,75268,184167,159665,11703,Cifras definitivas
335920,2014,5729,4259,4721,629,23624,14025,1592893,35651191,91,2558934,1498660,22673441,13139777,20670849,3937283,422042,99132,405618,580422,400845,1535603,37954,121369,202134,12426,1142433,5906697,1864313,82516,136105,68467,525924,340610,36595,Cifras definitivas
335930,2014,8602,7562,829,1284,36287,4734,2425898,4019326,82353,4548332,184581,2593830,1406940,1029552,528964,121475,31474,174536,226519,58207,298029,29453,70683,184128,69684,742041,1191843,557561,53758,84640,164999,147675,96851,27065,Cifras definitivas
335991,2014,908,270,68,22,2603,180,279744,397538,816,1049564,71817,229787,157086,86595,93623,2370,16931,61330,215258,3356,5838,371,986,10753,0,208601,1101758,441304,21881,44596,14507,129491,23949,804,Cifras definitivas
335999,2014,4546,4979,133,153,21959,586,1353614,2354813,0,1629819,42243,999684,1351105,907450,160446,44096,32492,71236,124622,22052,27526,1801,2355,57984,38770,289580,729604,402914,15762,20126,44948,58499,89220,19322,Cifras definitivas
336,2014,342990,210802,121559,59748,1232871,417937,95248151,1501913890,4166796,128060068,16766566,421771401,1076167040,421073642,615898375,4962602,3835962,15111822,14786902,24378214,40684295,2660788,3338861,8310600,9500018,59966891,315248345,90769672,3270753,6954190,14147737,33329522,61098918,1706802,Cifras definitivas
3361,2014,50472,6772,12690,2677,116969,33900,19278941,849808005,0,0,4943637,150037471,696223113,261885375,368673830,1143048,596029,3437964,2884661,14072315,4666833,2413700,33373,1416878,3264114,21029606,125212010,39568577,1386921,2333647,2957993,15294355,35025423,620484,Cifras definitivas
336110,2014,40507,5899,6325,2098,93800,18328,15835606,638547564,0,0,3226283,99758117,533687854,203828394,263117857,1101045,482386,3098770,2593915,11638769,2712578,2333753,33373,1172068,2615255,19922744,112031907,35289260,1234167,1588110,2727658,13339432,34327684,586228,Cifras definitivas
336120,2014,9965,873,6365,579,23169,15572,3443335,211260441,0,0,1717354,50279354,162535259,58056981,105555973,42003,113643,339194,290746,2433546,1954255,79947,0,244810,648859,1106862,13180103,4279317,152754,745537,230335,1954923,697739,34256,Cifras definitivas
3362,2014,7513,932,2822,591,19242,8490,1352354,14500768,1504,646405,242544,11175081,3295163,6584389,2081171,27602,53300,129216,152434,54022,509778,16404,59905,119933,30257,564645,3087190,1216140,204149,87684,89945,289539,339455,35784,Cifras definitivas
336210,2014,7513,932,2822,591,19242,8490,1352354,14500768,1504,646405,242544,11175081,3295163,6584389,2081171,27602,53300,129216,152434,54022,509778,16404,59905,119933,30257,564645,3087190,1216140,204149,87684,89945,289539,339455,35784,Cifras definitivas
3363,2014,263560,195682,93718,51342,1027507,337085,68850016,600193106,4165107,115581513,9168249,254518621,345472035,147391180,226851979,3654721,2833506,10875828,11084833,9367637,31503906,199547,1944185,5857866,6102842,35194346,177839856,44371312,1533400,4131068,10577388,16706617,24118852,1008012,Cifras definitivas
336310,2014,28295,4492,9851,2635,78598,29148,8371497,136150592,1745268,3228838,1201022,43632854,92766468,29960813,55278074,459032,505793,1927391,2576480,2273481,2930167,101716,116379,569110,1006905,5123212,69677314,12646719,387909,682512,1351712,5688547,4845288,233337,Cifras definitivas
336320,2014,101954,108089,25399,22877,453079,111417,25402487,102515312,247233,45534432,2365875,25954555,76658739,25480669,37378340,899433,284061,2306542,2292705,1423080,8671397,7621,58480,1574961,1987156,10839797,23231628,9988586,333126,1301138,2211056,2548908,3568043,140449,Cifras definitivas
336330,2014,10294,2143,2986,1559,28913,10486,2699177,34615594,126000,3743752,183948,13950478,20638710,6589453,12755101,154132,247376,558652,498874,431094,944048,7129,31778,338028,286213,1775268,8189948,1905743,86245,153371,261942,648574,881026,28456,Cifras definitivas
336340,2014,12097,4018,1857,619,36181,5910,3144777,13113856,15468,4607052,104320,6890543,6192541,3604215,2235354,170656,132623,649785,779155,238308,561237,18342,336052,321518,65396,1497726,5536672,1828595,78454,118159,109405,516166,836770,15151,Cifras definitivas
336350,2014,17162,4063,6470,1310,49020,18699,5406214,66906487,293731,11244937,595341,20822190,45971784,8343750,31858137,160052,627631,1486230,1165695,1234498,2677554,29322,557378,711926,634773,4562579,20845766,2876955,130919,208949,3445536,2118251,5159558,102991,Cifras definitivas
336360,2014,34866,32378,9054,7773,148260,36341,8173766,46987475,34666,22426440,231550,30352467,16669192,11655477,20443026,432515,94866,600945,715486,903649,2726130,4638,97212,595006,172545,2074490,5526306,1775094,60053,248285,219124,576159,811233,83960,Cifras definitivas
336370,2014,7003,2309,10801,3105,21299,32046,1800622,45887249,237769,707768,1669078,37101205,8841051,20480942,8636614,192638,213389,890503,566331,756905,3563733,2919,439357,572130,410131,1651545,12340197,2578566,91550,258825,564317,1133614,2167408,50365,Cifras definitivas
336390,2014,51889,38190,27300,11464,212157,93038,13851476,154016541,1464972,24088294,2817115,75814329,77733550,41275861,58267333,1186263,727767,2455780,2490107,2106622,9429640,27860,307549,1175187,1539723,7669729,32492025,10771054,365144,1159829,2414296,3476398,5849526,353303,Cifras definitivas
3364,2014,6784,4927,6279,4596,27819,21846,2497692,8209497,0,8888749,569731,136040,8046491,57320,5428134,96594,46492,306036,376206,242191,2441646,2679,1367,457650,6965,1645606,4386501,1741852,36535,254829,256866,565709,259758,8846,Cifras definitivas
336410,2014,6784,4927,6279,4596,27819,21846,2497692,8209497,0,8888749,569731,136040,8046491,57320,5428134,96594,46492,306036,376206,242191,2441646,2679,1367,457650,6965,1645606,4386501,1741852,36535,254829,256866,565709,259758,8846,Cifras definitivas
3365,2014,7622,362,3380,247,19612,8798,1586733,22768730,0,867695,1632598,904160,21639229,3500680,12079895,20436,63550,255418,168991,557591,692688,881,1293315,249522,14662,819110,2491431,1328953,34111,29913,189434,206143,322729,26145,Cifras definitivas
336510,2014,7622,362,3380,247,19612,8798,1586733,22768730,0,867695,1632598,904160,21639229,3500680,12079895,20436,63550,255418,168991,557591,692688,881,1293315,249522,14662,819110,2491431,1328953,34111,29913,189434,206143,322729,26145,Cifras definitivas
3366,2014,2693,247,2137,186,7102,6464,630718,4199066,1,175376,21966,3120187,1078592,1295861,98968,1985,132900,54129,49318,30343,759145,4048,58,167665,0,317932,1514959,1890902,22677,22996,13169,151204,801120,659,Cifras definitivas
336610,2014,2693,247,2137,186,7102,6464,630718,4199066,1,175376,21966,3120187,1078592,1295861,98968,1985,132900,54129,49318,30343,759145,4048,58,167665,0,317932,1514959,1890902,22677,22996,13169,151204,801120,659,Cifras definitivas
3369,2014,4346,1880,533,109,14620,1354,1051697,2234718,184,1900330,187841,1879841,412417,358837,684398,18216,110185,53231,70459,54115,110299,23529,6658,41086,81178,395646,716398,651936,52960,94053,62942,115955,231581,6872,Cifras definitivas
336991,2014,3542,1426,475,41,11669,1104,897914,895192,0,1898472,43955,498465,406944,172458,293317,7079,103485,45110,64062,16570,51812,15078,904,19521,27624,320238,329378,508943,15854,73324,26531,71751,212497,721,Cifras definitivas
336992,2014,804,454,58,68,2951,250,153783,1339526,184,1858,143886,1381376,5473,186379,391081,11137,6700,8121,6397,37545,58487,8451,5754,21565,53554,75408,387020,142993,37106,20729,36411,44204,19084,6151,Cifras definitivas
337,2014,31609,12088,3192,1307,103300,10308,5070018,19661477,88950,5651442,408988,16320791,3334201,8490585,1043225,411628,274614,395873,399039,607627,567474,243040,204261,781309,93114,1846490,3702513,1325084,559504,271522,276945,461594,298323,19893,Cifras definitivas
3371,2014,16504,5401,2159,970,51194,7511,2238278,7251939,35334,2893714,132413,4845318,2406699,2813242,702668,195523,82062,154174,212173,246099,408701,32832,159621,285020,115,667409,1589408,597724,238082,137592,112830,207505,121316,11198,Cifras definitivas
337120,2014,16504,5401,2159,970,51194,7511,2238278,7251939,35334,2893714,132413,4845318,2406699,2813242,702668,195523,82062,154174,212173,246099,408701,32832,159621,285020,115,667409,1589408,597724,238082,137592,112830,207505,121316,11198,Cifras definitivas
3372,2014,8138,1998,436,110,23109,1247,1328532,5815070,33724,1030004,269155,4902988,900456,2100435,324604,79407,68037,111788,104382,181177,55323,25197,40910,238181,48664,683084,1218275,504260,143590,83952,120829,132266,92001,1794,Cifras definitivas
337210,2014,8138,1998,436,110,23109,1247,1328532,5815070,33724,1030004,269155,4902988,900456,2100435,324604,79407,68037,111788,104382,181177,55323,25197,40910,238181,48664,683084,1218275,504260,143590,83952,120829,132266,92001,1794,Cifras definitivas
3379,2014,6967,4689,597,227,28997,1550,1503208,6594468,19892,1727724,7420,6572485,27046,3576908,15953,136698,124515,129911,82484,180351,103450,185011,3730,258108,44335,495997,894830,223100,177832,49978,43286,121823,85006,6901,Cifras definitivas
337910,2014,2594,839,597,227,8011,1550,565190,6494690,0,92926,3156,6474173,25919,3532598,15953,123015,117053,98285,26591,179422,103450,181913,3707,128726,44335,357832,745329,194046,163909,35523,25289,102332,75603,4746,Cifras definitivas
337920,2014,4373,3850,0,0,20986,0,938018,99778,19892,1634798,4264,98312,1127,44310,0,13683,7462,31626,55893,929,0,3098,23,129382,0,138165,149501,29054,13923,14455,17997,19491,9403,2155,Cifras definitivas
339,2014,61163,79643,4555,4180,322992,20345,20038922,31637573,290421,30208862,1555465,20247379,11262689,8317863,6487739,1929941,268364,1397457,1960081,596277,1218897,162704,311146,1562855,320663,5398647,12506259,7290727,602504,744276,2200431,1770652,1687823,220966,Cifras definitivas
3391,2014,41253,60895,1812,1256,235733,6957,14679939,9049238,59820,23378524,423581,5409250,3568734,2238028,982737,1060336,115572,706751,1230292,283781,379520,18917,61314,819865,42269,3686001,5477453,5048959,196537,369357,1797576,968285,1071800,137763,Cifras definitivas
339111,2014,17775,27604,735,707,101420,3452,6274254,878613,30589,11539898,126208,845330,23393,320408,83052,510700,40556,305661,530588,6536,215217,5777,2957,419547,786,1883925,1197553,1780903,68967,119168,137120,249826,299718,12747,Cifras definitivas
339112,2014,21576,30524,957,467,123849,2972,7693649,7846301,27231,10593834,283607,4340163,3437907,1869277,856057,537280,69894,335137,596242,275309,141313,7238,58357,367122,41483,1604553,4046288,3165978,114020,215811,1524833,675456,738873,124901,Cifras definitivas
339113,2014,1902,2767,120,82,10464,533,712036,324324,2000,1244792,13766,223757,107434,48343,43628,12356,5122,65953,103462,1936,22990,5902,0,33196,0,197523,233612,102078,13550,34378,135623,43003,33209,115,Cifras definitivas
3399,2014,19910,18748,2743,2924,87259,13388,5358983,22588335,230601,6830338,1131884,14838129,7693955,6079835,5505002,869605,152792,690706,729789,312496,839377,143787,249832,742990,278394,1712646,7028806,2241768,405967,374919,402855,802367,616023,83203,Cifras definitivas
339912,2014,1813,1972,201,277,8731,1171,374148,1797977,26992,262620,21762,1352126,439536,966855,172071,6283,4084,23931,24562,7338,45845,12705,17629,31415,6104,131765,317977,91610,75800,34895,40352,40688,35311,1515,Cifras definitivas
339920,2014,1562,1217,175,167,6306,705,304904,323296,3162,494147,2674,271437,50335,155143,5428,21497,14706,12722,30105,5239,32341,2479,3021,28255,394,90065,69366,57560,22806,7011,13319,14488,17588,344,Cifras definitivas
339930,2014,4664,4647,384,454,21738,1991,1358986,3435106,19602,2103147,350834,1209814,2225034,558345,1298488,240203,17507,212053,282508,53782,97100,25539,102793,297542,20569,483562,1678492,690813,57474,91187,116752,148770,80788,3686,Cifras definitivas
339940,2014,3831,4195,676,1180,17860,4035,1456448,6554186,150355,2105226,498793,4655489,1888614,1802640,1416024,170314,26950,233540,150345,105848,279817,73122,79246,160540,202170,390910,2059160,624684,65053,146346,106689,250951,109536,14274,Cifras definitivas
339992,2014,537,633,183,112,2511,651,184289,976278,800,84566,49236,832469,140494,133030,350038,10397,6371,12755,23571,11998,37045,1035,9013,16057,8311,73355,252970,122880,18354,9208,40274,28941,33349,5116,Cifras definitivas
339993,2014,3367,2027,103,120,12465,488,677765,3200377,227,486022,9957,1441244,1761814,959243,255532,194494,10978,73608,95130,29251,22696,3870,8714,43474,35,140785,1326583,253890,59928,37001,21691,129956,96393,42866,Cifras definitivas
339994,2014,1118,716,83,55,4203,307,239645,3710547,29318,0,29580,3410234,249118,1012043,1363174,171984,52629,24516,13702,58894,37789,21803,26989,38983,9569,151312,302957,133706,80148,8975,10865,46643,35266,7307,Cifras definitivas
339999,2014,3018,3341,938,559,13445,4040,762798,2590568,145,1294610,169048,1665316,939010,492536,644247,54433,19567,97581,109866,40146,286744,3234,2427,126724,31242,250892,1021301,266625,26404,40296,52913,141930,207792,8095,Cifras definitivas
31-33,2015,1735645,966129,508919,231415,6438130,1768972,445510403,6122287598,40391441,418175209,99596276,4006716871,2115196131,2223784725,1130439084,161561549,71979677,86675807,93802604,94611260,168069061,27513295,33433845,48021645,30863420,222254327,1745678968,566718315,61979672,35997699,84193286,160902027,168122042,23976077,Cifras definitivas
311,2015,322884,175405,74942,38075,1325781,284190,54935897,920781107,6360761,4695907,16267460,841684194,78545539,395417977,62989099,47704657,13674935,12146066,9596645,14193969,23112596,5575400,2622760,6611527,1267038,21166391,193548784,81367998,18800068,4714779,7601674,19922683,24650477,1449095,Cifras definitivas
3111,2015,3933,1378,4738,1029,12539,14190,787119,70913746,376218,0,545309,69919114,1422210,46318460,7714081,629157,497811,455181,455161,720785,1487540,38100,62302,129365,118592,834000,6812165,3992073,984347,257494,440759,659584,1295773,112559,Cifras definitivas
311110,2015,3933,1378,4738,1029,12539,14190,787119,70913746,376218,0,545309,69919114,1422210,46318460,7714081,629157,497811,455181,455161,720785,1487540,38100,62302,129365,118592,834000,6812165,3992073,984347,257494,440759,659584,1295773,112559,Cifras definitivas
3112,2015,14571,2455,9535,2339,43054,30574,4047533,146316774,996221,0,2062065,140405292,5827601,64455368,30968560,5475922,2187961,1387853,1964812,3691357,3217256,294334,436751,558014,238527,2912511,29658803,9995993,1848525,716633,516978,2539792,2718074,217660,Cifras definitivas
311211,2015,506,117,31,11,1484,88,60696,2195990,13221,0,7684,2206530,0,1276431,437067,57426,13074,16474,21688,73504,6052,4275,0,7125,0,40037,172440,90629,45433,10014,9434,24109,12243,4603,Cifras definitivas
311212,2015,3358,680,2799,388,9960,8016,731763,27143275,489187,0,768469,26994967,239656,15690394,3304506,484173,129874,210563,370202,734683,776990,46760,77413,63497,1454,501583,3924092,2257089,691035,277432,172810,498115,452059,67301,Cifras definitivas
311213,2015,3575,655,923,519,10302,3585,859504,20580236,0,0,176651,19868648,706679,11906859,408201,656466,599837,217096,366637,471456,253406,159223,168,57563,204305,489124,4280706,1747844,302821,103705,112360,306597,445073,60182,Cifras definitivas
311215,2015,199,12,65,5,508,171,73920,3834547,0,0,2565,3751855,0,1757787,1045972,0,100208,40770,89251,78927,32506,0,0,5649,0,75988,4251364,892802,12488,4734,10854,382431,66641,0,Cifras definitivas
311221,2015,761,99,1206,277,2475,3757,262637,19097684,0,0,750797,18576024,467876,7208554,4288061,437697,512903,334555,357559,1173949,533525,787,54633,77512,0,330958,4833373,1010698,2433,58829,21336,400222,535373,44600,Cifras definitivas
311222,2015,5735,652,2600,479,16642,8303,1964750,61281656,493813,0,355899,58141837,3113590,23338760,20810724,2213048,700717,447124,630230,1081789,890237,69530,298158,293149,32768,1380430,8263765,2779110,771391,172728,133565,605164,983984,40361,Cifras definitivas
311230,2015,437,240,1911,660,1683,6654,94263,12183386,0,0,0,10865431,1299800,3276583,674029,1627112,131348,121271,129245,77049,724540,13759,6379,53519,0,94391,3933063,1217821,22924,89191,56619,323154,222701,613,Cifras definitivas
3113,2015,41069,14353,5111,4485,139185,23318,11158933,92590688,617672,3090071,1328022,78598088,14181762,39896030,2978538,4924689,1034939,2299002,795764,1532076,2393847,1075444,679198,744249,89529,2908896,58370362,13684087,859327,707358,957007,3665491,4943546,146668,Cifras definitivas
311311,2015,27595,2745,141,32,79252,427,7363870,48499904,9665,0,563028,39963042,8879222,26812620,0,495131,568665,1569701,266907,909991,35630,469,8397,251405,1342,1461455,43017911,8454064,416400,293876,312963,1882955,1109313,50248,Cifras definitivas
311320,2015,1962,2356,1079,819,10609,4639,951500,13246520,0,478956,223686,12630957,546891,4189456,761510,1084103,112078,183114,136500,168896,369164,331191,22195,139765,61517,310382,2875583,1464003,61417,109355,255674,379507,796264,72850,Cifras definitivas
311330,2015,1002,947,1048,1300,4708,6341,259798,2480665,158692,993746,36043,2385171,91002,958973,23009,252456,15998,46603,76636,51014,257848,10759,156982,29900,1064,149497,741241,1232971,17550,24736,25481,135014,90656,1466,Cifras definitivas
311340,2015,10510,8305,2843,2334,44616,11911,2583765,28363599,449315,1617369,505265,23618918,4664647,7934981,2194019,3092999,338198,499584,315721,402175,1731205,733025,491624,323179,25606,987562,11735627,2533049,363960,279391,362889,1268015,2947313,22104,Cifras definitivas
3114,2015,18094,13599,6286,5270,75422,29572,4476747,68309539,1904457,1209618,895077,50733506,17352938,22764129,3217670,7424134,651459,1024480,795361,2239734,1527695,918596,150149,615284,103619,1880064,14613017,4132401,957399,401619,720115,1345519,1967964,119839,Cifras definitivas
311411,2015,4040,6022,2787,3500,25652,15475,1022530,12451448,11599,259294,171018,2275283,10190839,4589711,375423,960622,147919,219341,335212,586505,659438,1748,5647,146250,0,537646,2941630,1361777,194962,54274,114532,295984,470445,21205,Cifras definitivas
311422,2015,12064,6325,2715,1366,41994,10978,2772007,37370029,1892858,950324,709088,31216561,5943092,11263188,2366559,4506086,450111,601899,376875,1539175,662998,880066,121093,380023,32295,1069630,8998505,2317706,583246,313321,496252,797683,1040823,92103,Cifras definitivas
